Bestbuy_name,Bestbuy_sku,Bestbuy_price,Bestbuy_link
KENAYO 4 in 1 USB-C Hub with 4K HDMI VGA USB 3.0 PD for MacBook Pro/iPad Pro/Samsung Galaxy S8 - S22/Surface Pro 7/Dell XPS 13/15,16624538,29.99,https://www.bestbuy.ca/en-ca/product/16624538
"Dell Inspiron 5415 AIO (2022) | 23.8"" FHD Touch | Core Ryzen 5 - 512GB SSD - 8GB RAM | 6 Cores @ 4.3 GHz",17175667,1575.32,https://www.bestbuy.ca/en-ca/product/17175667
"Dell Inspiron 5415 AIO (2022) | 23.8"" FHD Touch | Core Ryzen 7 - 512GB SSD - 16GB RAM | 8 Cores @ 4.5 GHz",17285941,1958.26,https://www.bestbuy.ca/en-ca/product/17285941
"Dell Inspiron 5415 AIO (2022) | 23.8"" FHD | Core Ryzen 7 - 512GB SSD - 16GB RAM | 8 Cores @ 4.5 GHz",17288202,1958.26,https://www.bestbuy.ca/en-ca/product/17288202
"Dell Inspiron 5415 AIO (2022) | 23.8"" FHD | Core Ryzen 5 - 256GB SSD - 8GB RAM | 6 Cores @ 4.3 GHz",17287281,1415.33,https://www.bestbuy.ca/en-ca/product/17287281
"Dell Inspiron 5415 AIO (2022) | 23.8"" FHD | Core Ryzen 3 - 256GB SSD - 8GB RAM | 4 Cores @ 4.1 GHz",17657322,1430.46,https://www.bestbuy.ca/en-ca/product/17657322
"Dell Inspiron 5415 AIO (2022) | 23.8"" FHD | Core Ryzen 5 - 512GB SSD - 8GB RAM | 6 Cores @ 4.5 GHz",17659538,1430.46,https://www.bestbuy.ca/en-ca/product/17659538
"Dell Inspiron 5415 AIO (2022) | 23.8"" FHD | Core Ryzen 3 - 256GB SSD - 8GB RAM | 8 Cores @ 4.3 GHz",17659968,1430.46,https://www.bestbuy.ca/en-ca/product/17659968
"Dell Inspiron 5415 AIO (2022) | 23.8"" FHD | Core Ryzen 3 - 256GB SSD - 8GB RAM | 8 Cores @ 4.3 GHz",17658924,1430.46,https://www.bestbuy.ca/en-ca/product/17658924
Dell WD19TBS Thunderbolt Docking Station,16622511,250.0,https://www.bestbuy.ca/en-ca/product/16622511
Dell Slim Conferencing Soundbar – SB522A,16701356,88.99,https://www.bestbuy.ca/en-ca/product/16701356
